cores_normalized,threads_normalized,frequency_normalized,boost_frequency_normalized,cache_normalized,lithography_normalized,tdp_normalized
0.715,0.985,0.111,0.507,0.89,0.487,0.463
0.244,0.546,0.428,0.356,0.616,0.181,0.869
0.479,0.172,0.231,0.418,0.729,0.38,0.714
0.358,0.513,0.953,0.967,0.031,0.536,0.897
0.366,0.272,0.488,0.732,0.54,0.556,0.734
0.367,0.725,0.616,0.953,0.51,0.41,0.677
0.509,0.582,0.784,0.1,0.441,0.074,0.666
0.368,0.499,0.467,0.79,0.904,0.647,0.584
0.566,0.664,0.041,0.497,0.303,0.788,0.281
0.636,0.514,0.095,0.623,0.634,0.499,0.894
0.835,0.171,0.387,0.504,0.787,0.056,0.649
0.619,0.661,0.859,0.127,0.873,0.525,0.757
0.894,0.277,0.138,0.128,0.419,0.232,0.196
0.644,0.224,0.411,0.86,0.908,0.211,0.027
0.548,0.901,0.232,0.667,0.753,0.383,0.567
0.562,0.093,0.893,0.423,0.041,0.632,0.863
0.027,0.996,0.169,0.641,0.54,0.149,0.107
0.575,0.665,0.238,0.451,0.947,0.949,0.207
0.943,0.252,0.033,0.051,0.416,0.266,0.856
0.45,0.696,0.445,0.704,0.283,0.228,0.232
0.167,0.789,0.412,0.482,0.077,0.501,0.006
0.659,0.513,0.152,0.402,0.915,0.238,0.694
0.11,0.469,0.422,0.081,0.237,0.134,0.622
0.352,0.859,0.278,0.482,0.045,0.223,0.31
0.57,0.665,0.636,0.104,0.218,0.243,0.026
0.547,0.457,0.548,0.663,0.451,0.076,0.253
0.036,0.3,0.636,0.789,0.981,0.826,0.304
0.863,0.864,0.109,0.644,0.934,0.852,0.374
0.391,0.747,0.801,0.622,0.921,0.799,0.702
0.049,0.363,0.393,0.014,0.137,0.057,0.108
0.122,0.69,0.337,0.13,0.935,0.854,0.172
0.042,0.109,0.381,0.04,0.634,0.364,0.714
0.845,0.864,0.613,0.026,0.834,0.399,0.93
0.804,0.211,0.789,0.764,0.759,0.484,0.898
0.377,0.113,0.262,0.935,0.806,0.914,0.638
0.929,0.778,0.257,0.145,0.917,0.618,0.641
0.107,0.484,0.396,0.477,0.774,0.1,0.954
0.168,0.708,0.829,0.532,0.451,0.723,0.424
0.873,0.392,0.037,0.969,0.272,0.405,0.106
0.212,0.358,0.552,0.145,0.065,0.698,0.791
0.148,1,0.236,0.513,0.044,0.655,0.926
0.727,0.738,0.055,0.833,0.851,0.225,0.734
0.009,0.597,0.739,0.049,0.909,0.095,0.886
0.557,0.807,0.447,0.746,0.288,0.007,0.317
0.758,0.343,0.234,0.672,0.253,0.98,0.495
0.262,0.818,0.295,0.895,0.897,0.584,0.302
0.847,0.008,0.888,0.014,0.341,0.535,0.747
0.448,0.425,0.319,0.289,0.166,0.214,0.091
0.829,0.31,0.284,0.165,0.256,0.737,0.896
0.234,0.687,0.214,0.23,0.69,0.626,0.896
0.78,0.308,0.907,0.838,0.588,0.461,0.706
0.042,0.024,0.68,0.238,0.388,0.315,0.7
0.808,0.583,0.446,0.515,0.55,0.357,0.887
0.59,0.909,0.151,0.859,0.23,0.804,0.904
0.726,0.438,0.474,0.482,0.161,0.134,0.501
0.815,0.606,0.843,0.596,0.95,0.133,0.875
0.182,0.513,0.096,0.059,0.025,0.397,0.441
0.652,0.577,0.874,0.454,0.162,0.178,0.881
0.449,0.251,0.496,0.372,0.733,0.653,0.442
0.909,0.894,0.117,0.97,0.332,0.622,0.866
0.894,0.068,0.07,0.289,0.818,0.009,0.873
0.095,0.831,0.967,0.127,0.625,0.339,0.403
0.759,0.784,0.637,0.607,0.847,0.033,0.983
0.746,0.123,0.46,0.916,0.831,0.991,0.555
0.473,0.53,0.581,0.977,0.89,0.64,0.443
0.506,0.471,0.095,0.658,0.647,0.861,0.737
0.032,0.785,0.262,0.428,0.46,0.54,0.44
0.053,0.537,0.806,0.94,0.925,0.135,0.296
0.821,0.181,0.846,0.185,0.399,0.661,0.992
0.515,0.441,0.542,0.935,0.071,0.113,0.049
0.682,0.275,0.914,0.989,0.33,0.146,0.815
0.997,0.467,0.596,0.27,0.104,0.092,0.107
0.347,0.105,0.783,0.326,0.084,0.497,0.535
0.327,0.978,0.988,0.259,0.978,0.403,0.022
0.571,0.01,0.946,0.247,0.115,0.677,0.44
0.69,0.799,0.068,0.199,0.487,0.859,0.12
0.528,0.291,0.729,0.654,0.686,0.123,0.364
0.301,0.773,0.544,0.088,0.98,0.312,0.942
0.015,0.086,0.191,0.751,0.899,0.076,0.954
0.428,0.404,0.365,0.53,0.869,0.483,0.858
0.791,0.774,0.906,0.778,0.906,0.964,0.955
0.155,0.691,0.066,0.023,0.034,0.079,0.9
0.585,0.97,0.793,0.262,0.926,0.154,0.801
0.943,0.384,0.07,0.054,0.389,0.078,0.967
0.771,0.146,0.968,0.801,0.348,0.485,0.777
0.768,0.861,0.672,0.169,0.753,0.547,0.502
0.803,0.905,0.488,0.052,0.844,0.308,0.028
0.355,0.522,0.665,0.074,0.688,0.405,0.566
0.487,0.34,0.15,0.456,0.111,0.572,0.601
0.564,0.724,0.059,0.602,0.901,0.286,0.796
0.044,0.486,0.122,0.492,0.757,0.734,0.28
0.78,0.296,0.287,0.242,0.823,0.381,0.323
0.304,0.386,0.81,0.341,0.371,0.679,0.82
0.839,0.394,0.426,0.587,0.49,0.957,0.244
0.174,0.144,0.926,0.88,0.787,0.533,0.905
0.278,0.467,0.274,0.917,0.917,0.524,0.45
0.194,0.03,0.521,0.71,0.513,0.53,0.261
0.368,0.445,0.319,0.037,0.873,0.18,0.349
0.678,0.982,0.435,0.691,0.413,0.103,0.549
0.745,0.696,0.103,0.925,0.776,0.673,0.676
0.589,0.684,0.082,0.509,0.798,0.933,0.122
0.637,0.333,0.99,0.65,0.132,0.628,0.67
0.843,0.168,0.902,0.709,0.206,0.156,0.335
0.531,0.885,0.865,0.041,0.629,0.198,0.204
0.231,0.608,0.059,0.948,0.632,0.083,0.057
0.36,0.206,0.27,0.857,0.2,0.039,0.437
0.834,0.976,0.02,0.527,0.989,0.901,0.66
0.716,0.889,0.936,0.829,0.69,0.206,0.94
0.025,0.191,0.21,0.137,0.826,0.344,0.681
0.921,0.569,0.601,0.719,0.692,0.666,0.213
0.82,0.729,0.364,0.642,0.806,0.789,0.649
0.834,0.653,0.998,0.432,0.886,0.955,0.261
0.925,0.065,0.954,0.011,0.683,0.234,0.494
0.338,0.307,0.267,0.155,0.527,0.071,0.697
0.059,0.895,0.46,0.521,0.141,0.81,0.944
0.782,0.032,0.364,0.871,0.999,0.458,0.357
0.661,0.551,0.407,0.915,0.782,0.545,0.376
0.753,0.846,0.911,0.721,0.706,0.128,0.958
0.285,0.627,0.067,0.899,0.102,0.525,0.415
0.236,0.528,0.809,0.926,0.715,0.267,0.536
0.097,0.909,0.532,0.899,0.192,0.229,0.304
0.036,0.488,0.088,0.792,0.242,0.544,0.135
0.487,0.182,0.265,0.571,0.378,0.219,0.982
0.557,0.906,0.018,0.17,0.537,0.884,0.919
0.058,0.217,0.35,0.139,0.866,0.987,0.719
0.089,0.381,0.738,0.178,0.547,0.005,0.564
0.73,0.97,0.551,0.091,0.091,0.218,0.647
0.71,0.027,0.881,0.056,0.285,0.226,0.354
0.507,0.263,0.916,0.177,0.303,0.548,0.794
0.147,0.727,0.927,0.725,0.95,0.991,0.405
0.868,0.599,0.778,0.194,0.574,0.396,0.586
1,0.146,0.012,0.919,0.176,0.071,0.447
0.767,0.204,0.667,0.363,0.362,0.515,0.942
0.33,0.05,0.936,0.554,0.328,0.835,0.96
0.274,0.734,0.093,0.865,0.542,0.973,0.889
0.892,0.154,0.541,0.384,0.893,0.535,0.552
0.425,0.539,0.744,0.496,0.335,0.94,0.351
0.157,0.923,0.705,0.402,0.177,0.969,0.07
0.642,0.874,0.997,0.652,0.15,0.032,0.801
0.652,0.296,0.698,0.814,0.155,0.616,0.281
0.89,0.918,0.527,0.918,0.517,0.052,0.965
0.545,0.552,0.467,0.212,0.048,0.517,0.285
0.575,0.628,0.288,0.092,0.188,0.765,0.912
0.183,0.249,0.529,0.942,0.525,0.318,0.092
0.252,0.322,0.329,0.421,0.641,0.848,0.253
0.02,0.182,0.986,0.213,0.251,0.007,0.908
0.823,0.685,0.741,0.966,0.477,0.977,0.067
0.866,0.607,0.981,0.358,0.477,0.001,0.328
0.012,0.636,0.375,0.556,0.56,0.482,0.109
0.828,0.687,0.12,0.745,0.213,0.812,0.259
0.013,0.088,0.132,0.943,0.125,0.571,0.893
0.935,0.883,0.662,0.454,0.697,0.095,0.611
0.727,0.816,0.727,0.434,0.576,0.619,0.729
0.767,0.581,0.714,0.177,0.003,0.531,0.684
0.374,0.122,0.077,0.534,0.632,0.126,0.521
0.142,0.315,0.017,0.419,0.212,0.473,0.443
0.383,0.443,0.8,0.866,0.163,0.216,0.934
0.499,0.724,0.981,0.918,0.141,0.2,0.354
0.15,0.908,0.649,0.981,0.144,0.556,0.207
0.386,0.859,0.426,0.156,0.164,0.829,0.728
0.608,0.493,0.354,0.053,0.795,0.114,0.236
0.608,0.404,0.147,0.245,0.105,0.565,0.815
0.679,0.873,0.383,0.749,0.992,0.96,0.74
0.955,0.74,0.157,0.311,0.98,0.511,0.01
0.98,0.48,0.517,0.358,0.942,0.805,0.869
0.142,0.103,0.766,0.666,0.004,0.934,0.937
0.176,0.67,0.325,0.298,0.809,0.432,0.136
0.772,0.425,0.185,0.775,0.085,0.699,0.148
0.172,0.773,0.923,0.483,0.057,0.428,0.473
0.663,0.567,0.031,0.969,0.977,0.477,0.25
0.143,0.584,0.168,0.049,0.772,0.294,0.408
0.363,0.884,0.712,0.511,0.943,0.586,0.22
0.591,0.091,0.047,0.483,0.794,0.433,0.896
0.283,0.79,0.864,0.919,0.245,0.609,0.536
0.68,0.592,0.063,0.122,0.651,0.134,0.315
0.69,0.433,0.155,0.08,0.859,0.34,0.446
0.034,0.451,0.069,0.372,0.705,0.108,0.573
0.047,0.959,0.434,0.543,0.565,0.501,0.891
0.34,0.206,0.091,0.838,0.098,0.633,0.86
0.406,0.439,0.107,0.519,0.537,0.464,0.964
0.225,0.937,0.725,0.436,0.706,0.957,0.898
0.601,0.854,0.801,0.949,0.481,0.877,0.633
0.518,0.463,0.512,0.987,0.131,0.801,0.351
0.544,0.67,0.963,0.377,0.478,0.728,0.105
0.351,0.699,0.317,0.249,0.144,0.294,0.686
0.802,0.217,0.81,0.754,0.467,0.154,0.014
0.274,0.866,0.484,0.989,0.016,0.901,0.144
0.514,0.995,0.289,0.814,0.18,0.565,0.388
0.657,0.413,0.455,0.247,0.88,0.415,0.981
0.84,0.327,0.479,0.955,0.674,0.854,0.915
0.047,0.386,1,0.902,0.947,0.61,0.308
0.612,0.524,0.537,0.764,0.613,0.928,0.308
0.532,0.966,0.816,0.105,0.505,0.797,0.043
0.134,0.103,0.807,0.881,0.611,0.25,0.664
0.412,0.683,0.758,0.848,0.795,0.418,0.404
0.871,0.85,0.339,0.522,0.013,0.193,0.92
0.898,0.119,0.708,0.729,0.452,0.255,0.102
0.868,0.188,0.634,0.904,0.109,0.138,0.667
0.023,0.365,0.704,0.482,0.525,0.697,0.451
0.353,0.099,0.383,0.522,0.148,0.248,0.68
0.456,0.139,0.608,0.645,0.383,0.482,0.284
0.04,0.483,0.154,0.751,0.563,0.183,0.279
0.343,0.937,0.947,0.074,0.393,0.725,0.935
0.027,0.72,0.625,0.716,0.385,0.967,0.276
0.269,0.326,0.361,0.174,0.213,0.1,0.468
0.169,0.15,0.736,0.793,0.841,0.989,0.676
0.481,0.279,0.954,0.175,0.143,0.379,0.657
0.203,0.606,0.972,0.818,0.585,0.693,0.749
0.59,0.792,0.866,0.995,0.623,0.101,0.596
0.739,0.45,0.085,0.405,0.459,0.114,0.47
0.549,0.801,0.133,0.049,0.711,0.028,0.061
0.963,0.989,0.79,0.615,0.907,0.241,0.523
0.999,0.286,0.408,0.195,0.539,0.966,0.389
0.261,0.682,0.654,0.814,0.532,0.489,0.31
0.756,0.172,0.126,0.427,0.471,0.742,0.844
0.207,0.741,0.084,0.251,0.887,0.748,0.033
0.05,0.946,0.733,0.626,0.337,0.272,0.962
0.898,0.61,0.502,0.735,0.083,0.127,0.192
0.824,0.484,0.378,0.766,0.706,0.365,0.779
0.809,0.594,0.867,0.797,0.473,0.616,0.382
0.983,0.17,0.092,0.727,0.919,0.823,0.921
0.021,0.12,0.822,0.806,0.88,0.846,0.526
0.248,0.526,0.79,0.484,0.479,0.988,0.062
0.889,0.587,0.525,0.128,0.913,0.726,0.81
0.524,0.309,0.465,0.357,0.076,0.015,0.23
0.085,0.451,0.03,0.868,0.991,0.801,0.604
0.477,0.952,0.015,0.993,0.546,0.712,0.577
0.834,0.45,0.115,0.126,0.233,0.677,0.183
0.78,0.841,0.146,0.116,0.761,0.734,0.031
0.925,0.937,0.321,0.243,0.662,0.142,0.327
0.8,0.335,0.924,0.577,0.998,0.237,0.721
0.681,0.597,0.073,0.341,0.193,0.548,0.894
0.492,0.653,0.514,0.607,0.07,0.918,0.933
0.715,0.11,0.107,0.014,0.245,0.794,0.595
0.363,0.437,0.984,0.509,0.281,0.608,0.544
0.234,0.363,0.093,0.09,0.19,0.452,0.217
0.99,0.473,0.649,0.957,0.911,0.963,0.286
0.499,0.641,0.921,0.304,0.41,0.208,0.875
0.254,0.034,0.494,0.001,0.251,0.488,0.678
0.741,0.272,0.135,0.876,0.848,0.163,0.596
0.659,0.453,0.667,0.308,0.912,0.152,0.602
0.913,0.836,0.931,0.33,0.05,0.343,0.875
0.326,0.731,0.656,0.189,0.396,0.825,0.884
0.134,0.005,0.889,0.741,0.071,0.945,0.071
0.036,0.981,0.244,0.301,0.691,0.936,0.668
0.874,0.229,0.984,0.101,0.807,0.45,0.266
0.23,0.125,0.064,0.954,0.236,0.193,0.54
0.498,0.928,0.756,0.906,0.694,0.131,0.75
0.509,0.282,0.72,0.268,0.04,0.929,0.388
0.411,0.709,0.491,0.585,0.796,0.386,0.095
0.501,0.425,0.97,0.958,0.199,0.593,0.493
0.748,0.232,0.558,0.495,0.703,0.618,0.688
0.592,0.1,0.526,0.501,0.209,0.863,0.498
0.869,0.697,0.594,0.844,0.322,0.769,0.432
0.312,0.043,0.045,0.324,0.405,0.325,0.752
0.151,0.157,0.374,0.635,0.002,0.636,0.47
0.909,0.984,0.487,0.202,0.542,0.805,0.798
0.093,0.24,0.206,0.078,0.816,0.808,0.766
0.97,0.457,0.164,0.607,0.836,0.862,0.147
0.478,0.077,0.945,0.479,0.29,0.583,0.453
0.465,0.486,0.921,0.918,0.858,0.736,0.586
0.192,0.368,0.831,0.842,0.144,0.694,0.012
0.672,0.034,0.155,0.567,0.069,0.001,0.537
0.996,0.887,0.929,0.087,0.457,0.291,0.981
0.293,0.278,0.504,0.516,0.677,0.605,0.043
0.238,0.184,0.226,0.4,0.051,0.336,0.536
0.682,0.616,0.652,0.28,0.032,0.472,0.192
0.008,0.574,0.262,0.123,0.77,0.87,0.374
0.004,0.625,0.255,0.951,0.634,0.563,0.662
0.325,0.803,0.565,0.85,0.174,0.276,0.715
0.955,0.766,0.453,0.242,0.011,0.864,0.427
0.759,0.417,0.632,0.78,0.166,0.296,0.765
0.001,0.36,0.686,0.109,0.295,0.403,0.522
0.822,0.421,0.711,0.277,0.351,0.105,0.163
0.743,0.832,0.151,0.899,0.461,0.77,0.454
0.186,0.044,0.191,0.021,0.822,0.983,0.98
0.345,0.052,0.014,0.599,0.61,0.59,0.014
0.433,0.157,0.54,0.989,0.529,0.996,0.725
0.966,0.303,0.27,0.475,0.583,0.216,0.819
0.492,0.801,0.801,0.657,0.917,0.758,0.319
0.602,0.596,0.562,0.159,0.146,0.624,0.471
0.907,0.611,0.061,0.172,0.949,0.56,0.901
0.37,0.174,0.554,0.409,0.856,0.167,0.904
0.072,0.871,0.986,0.554,0.646,0.04,0.2
0.935,0.987,0.74,0.694,0.284,0.043,0.353
0.463,0.666,0.628,0.736,0.627,0.302,0.402
0.37,0.389,0.593,0.361,0.678,0.426,0.108
0.434,0.108,0.884,0.874,0.42,0.182,0.702
0.078,0.267,0.287,0.574,0.525,0.573,0.459
0.416,0.144,0.907,0.908,0.191,0.903,0.803
0.918,0.778,0.843,0.105,0.268,0.278,0.298
0.23,0.203,0.666,0.359,0.318,0.402,0.435
0.159,0.173,0.916,0.834,0.707,0.318,0.76
0.149,0.569,0.437,0.735,0.976,0.338,0.006
0.168,0.9,0.763,0.943,0.698,0.549,0
0.247,0.274,0.777,0.248,0.226,0.587,0.891
0.661,0.661,0.658,0.383,0.093,0.867,0.852
0.6,0.475,0.16,0.347,0.699,0.17,0.491
0.413,0.305,0.289,0.734,0.186,0.761,0.319
0.309,0.473,0.524,0.317,0.653,0.578,0.601
0.341,0.167,0.631,0.755,0.954,0.066,0.555
0.063,0.091,0.263,0.193,0.596,0.208,0.708
0.375,0.329,0.484,0.289,0.182,0.743,0.022
0.877,0.55,0.765,0.594,0.424,0.949,0.695
0.368,0.834,0.217,0.512,0.42,0.315,0.881
0.186,0.455,0.814,0.789,0.852,0.201,0.583
0.761,0.227,0.617,0.918,0.645,0.841,0.39
0.429,0.55,0.253,0.874,0.327,0.842,0.25
0.582,0.895,0.747,0.282,0.345,0.654,0.743
0.47,0.072,0.882,0.555,0.899,0.814,0.06
0.704,0.728,0.816,0.588,0.929,0.483,0.786
0.59,0.86,0.49,0.86,0.904,0.078,0.254
0.123,0.348,0.041,0.811,0.404,0.37,0.928
0.203,0.432,0.861,0.365,0.396,0.157,0.203
0.515,0.876,0.838,0.754,0.411,0.749,0.274
0.099,0.74,0.882,0.445,0.987,0.337,0.248
0.751,0.269,0.327,0.413,0.856,0.232,0.633
0.646,0.15,0.039,0.211,0.706,0.146,0.402
0.32,0.926,0.207,0.097,0.916,0.465,0.824
0.683,0.46,0.336,0.324,0.136,0.446,0.179
0.747,0.081,0.131,0.716,0.465,0.812,0.652
0.348,0.895,0.294,0.314,0.911,0.774,0.523
0.124,0.827,0.492,0.965,0.397,0.112,0.472
0.004,0.945,0.67,0.825,0.664,0.702,0.269
0.988,0.296,0.941,0.377,0.074,0.297,0.142
0.863,0.815,0.411,0.765,0.827,0.228,0.064
0.48,0.23,0.722,0.562,0.504,0.138,0.632
0.225,0.949,0.082,0.924,0.366,0.706,0.253
0.771,0.505,0.19,0.316,0.327,0.968,0.149
0.33,0.769,0.3,0.218,0.149,0.458,0.876
0.172,0.329,0.534,0.678,0.296,0.263,0.052
0.472,0.191,0.345,0.974,0.768,0.892,0.886
0.017,0.365,0.679,0.608,0.905,0.122,0.028
0.399,0.362,0.92,0.338,0.485,0.681,0.776
0.893,0.146,0.569,0.609,0.249,0.552,0.003
0.202,0.562,0.448,0.677,0.673,0.043,0.235
0.748,0.18,0.494,0.924,0.092,0.325,0.516
0.176,0.426,0.841,0.276,0.823,0.736,0.117
0.559,0.071,0.328,0.507,0.409,0.993,0.728
0.445,0.684,0.104,0.687,0.01,0.843,0.336
0.864,0.422,0.839,0.489,0.273,0.348,0.509
0.04,0.229,0.807,0.216,0.461,0.665,0.111
0.614,0.432,0.203,0.533,0.431,0.864,0.536
0.855,0.879,0.201,0.133,0.196,0.011,0.674
0.263,0.583,0.241,0.642,0.83,0.293,0.769
0.365,0.309,0.831,0.269,0.168,0.82,0.648
0.147,0.997,0.304,0.46,0.28,0.901,0.969
0.655,0.761,0.216,0.155,0.637,0.232,0.736
0.658,0.525,0.895,0.996,0.427,0.336,0.974
0.79,0.95,0.381,0.682,0.437,0.972,0.163
0.434,0.457,0.425,0.325,0.074,0.85,0.975
0.876,0.626,0.167,0.748,0.284,0.31,0.281
0.539,0.727,0.143,0.175,0.136,0.79,0.104
0.145,0.362,0.918,0.817,0.666,0.629,0.93
0.79,0.648,0.467,0.31,0.353,0.388,0.383
0.088,0.283,0.887,0.871,0.672,0.226,0.932
0.955,0.143,0.98,0.582,0.236,0.728,0.157
0.02,0.238,0.637,0.664,0.893,0.772,0.757
0.652,0.974,0.192,0.116,0.199,0.385,0.511
0.967,0.344,0.611,0.513,0.364,0.67,0.893
0.283,0.877,0.326,0.621,0.71,0.207,0.043
0.042,0.011,0.434,0.013,0.772,0.347,0.137
0.003,0.259,0.473,0.173,0.207,0.324,0.525
0.314,0.918,0.544,0.902,0.066,0.323,0.284
0.472,0.122,0.272,0.27,0.394,0.832,0.501
0.101,0.794,0.764,0.385,0.903,0.523,0.708
0.733,0.081,0.195,0.023,0.109,0.545,0.199
0.601,0.398,0.39,0.975,0.111,0.243,0.202
0.432,0.783,0.668,0.988,0.308,0.502,0.817
0.222,0.121,0.699,0.573,0.92,0.507,0.676
0.193,0.71,0.581,0.494,0.824,0.63,0.665
0.224,0.492,0.789,0.17,0.302,0.593,0.079
0.551,0.479,0.514,0.127,0.63,0.212,0.722
0.972,0.22,0.3,0.222,0.33,0.901,0.942
0.411,0.682,0.046,0.134,0.125,0.168,0.088
0.537,0.887,0.487,0.923,0.05,0.575,0.301
0.721,0.672,0.162,0.616,0.931,0.151,0.373
0.841,0.123,0.25,0.876,0.836,0.454,0.793
0.604,0.159,0.047,0.743,0.588,0.443,0.971
0.124,0.515,0.669,0.474,0.936,0.404,0.509
0.358,0.169,0.183,0.466,0.285,0.935,0.214
0.808,0.606,0.831,0.483,0.745,0.441,0.155
0.913,0.016,0.136,0.142,0.296,0.73,0.626
0.452,0.568,0.324,0.408,0.19,0.758,0.91
0.098,0.077,0.349,0.079,0.215,0.456,0.439
0.16,0.971,0.196,0.453,0.469,0.432,0.223
0.875,0.782,0.254,0.203,0.47,0.983,0.548
0.922,0.144,0.946,0.625,0.451,0.239,0.405
0.444,0.379,0.027,0.66,0.17,0.047,0.319
0.451,0.709,0.892,0.479,0.176,0.184,0.264
0.286,0.088,0.126,0.509,0.52,0.249,0.414
0.382,0.835,0.113,0.293,0.285,0.925,0.769
0.016,0.236,0.213,0.055,0.572,0.963,0.495
0.122,0.233,0.673,0.527,0.635,0.415,0.886
0.17,0.194,0.652,0.18,0.346,0.479,0.696
0.227,0.861,0.417,0.478,0.681,0.713,0.973
0.624,0.073,0.879,0.201,0.663,0.318,0.038
0.747,0.386,0.074,0.005,0.94,0.964,0.688
0.472,0.307,0,0.422,0.857,0.069,0.966
0.368,0.172,0.245,0.077,0.614,0.458,0.052
0.078,0.968,0.418,0.711,0.669,0.598,0.31
0.667,0.392,0.811,0.041,0.636,0.156,0.521
0.324,0.349,0.474,0.845,0.448,0.487,0.527
0.085,0.583,0.259,0.406,0.252,0.646,0.367
0.601,0.06,0.074,0.167,0.286,0.948,0.217
0.893,0.042,0.089,0.206,0.947,0.941,0.527
0.07,0.173,0.564,0.7,0.893,0.188,0.924
0.662,0.763,0.249,0.092,0.672,0.432,0.285
0.611,0.262,0.475,0.949,0.988,0.104,0.662
0.083,0.123,0.814,0.082,0.239,0.047,0.156
0.45,0.688,0.399,0.4,0.454,0.239,0.454
0.158,0.014,0.043,0.878,0.672,0.203,0.881
0.188,0.743,0.135,0.268,0.911,0.729,0.782
0.476,0.602,0.571,0.281,0.912,0.127,0.272
0.31,0.733,0.616,0.636,0.501,0.233,0.039
0.002,0.529,0.187,0.53,0.168,0.151,0.532
0.118,0.948,0.876,0.544,0.708,0.602,0.671
0.736,0.87,0.267,0.357,0.03,0.031,0.044
0.373,0.625,0.994,0.546,0.179,0.875,0.931
0.522,0.046,0.711,0.999,0,0.929,0.726
0.391,0.317,0.937,0.878,0.876,0.395,0.736
0.771,0.831,0.84,0.967,0.9,0.716,0.336
0.727,0.717,0.19,0.579,0.398,0.924,0.132
0.848,0.822,0.582,0.581,0.015,0.448,0.939
0.361,0.764,0.512,0.423,0.011,0.23,0.699
0.369,0.845,0.839,0.433,0.377,0.797,0.92
0.286,0.182,0.491,0.633,0.616,0.671,0.885
0.868,0.145,0.832,0.841,0.717,0.742,0.354
0.574,0.218,0.557,0.804,0.151,0.408,0.909
0.175,0.284,0.804,0.236,0.986,0.358,0.399
0.522,0.966,0.225,0.315,0.941,0.525,0.219
0.045,0.384,0.425,0.14,0.438,0.148,0.401
0.951,0.227,0.821,0.962,0.608,0.557,0.64
0.744,0.217,0.656,0.855,0.686,0.664,0.591
0.618,0.699,0.859,0.341,0.252,0.672,0.178
0.544,0.291,0.074,0.28,0.37,0.448,0.836
0.939,0.28,0.325,0.273,0.671,0.87,0.839
0.761,0.874,0.216,0.071,0.432,0.761,0.445
0.26,0.166,0.914,0.633,0.437,0.735,0.662
0.598,0.839,0.058,0.423,0.822,0.37,0.62
0.721,0.652,0.822,0.348,0.681,0.767,0.271
0.432,0.453,0.7,0.376,0.276,0.675,0.419
0.551,0.088,0.154,0.537,0.458,0.349,0.471
0.658,0.601,0.455,0.553,0.356,0.458,0.997
0.679,0.457,0.904,0.171,0.841,0.24,0.466
0.652,0.466,0.139,0.226,0.718,0.672,0.614
0.663,0.314,0.812,0.22,0.621,0.03,0.597
0.671,0.71,0.781,0.858,0.948,0.627,0.46
0.893,0.316,0.041,0.546,0.324,0.685,0.721
0.788,0.416,0.705,0.861,0.279,0.295,0.721
0.641,0.173,0.279,0.131,0.074,0.884,0.192
0.803,0.464,0.788,0.198,0.364,0.556,0.605
0.569,0.609,0.301,0.526,0.404,0.855,0.201
0.049,0.944,0.402,0.887,0.772,0.098,0.374
0.867,0.744,0.588,0.758,0.517,0.959,0.627
0.361,0.227,0.058,0.603,0.886,0.041,0.056
0.767,0.9,0.51,0.96,0.853,0.672,0.196
0.755,0.993,0.323,0.364,0.536,0.174,0.539
0.493,0.551,0.23,0.776,0.681,0.045,0.883
0.454,0.251,0.601,0.722,0.2,0.446,0.532
0.689,0.683,0.183,0.586,0.672,0.969,0.261
0.533,0.983,0.669,0.607,0.327,0.502,0.429
0.245,0.245,0.817,0.87,0.419,0.023,0.219
0.715,0.154,0.801,0.748,0.795,0.43,0.597
0.884,0.592,0.366,0.861,0.997,0.372,0.982
0.712,0.78,0.772,0.484,0.625,0.639,0.616
0.629,0.836,0.657,0.813,0.618,0.323,0.656
0.843,0.789,0.468,0.341,0.127,0.771,0.995
0.591,0.613,0.212,0.939,0.614,0.799,0.292
0.003,0.792,0.466,0.925,0.213,0.147,0.24
0.285,0.799,0.69,0.522,0.207,0.407,0.663
0.293,0.301,0.503,0.226,0.458,0.598,0.312
0.357,0.937,0.936,0.323,0.631,0.051,0.482
0.937,0.326,0.067,0.595,0.912,0.187,0.254
0.222,0.62,0.515,0.251,0.157,0.062,0.264
0.418,0.954,0.133,0.254,0.078,0.492,0.917
0.585,0.415,0.259,0.279,0.626,0.997,0.698
0.301,0.649,0.316,0.574,0.632,0.134,0.374
0.98,0.591,0.571,0.416,0.533,0.376,0.268
0.943,0.992,0.346,0.391,0.183,0.369,0.078
0.09,0.587,0.59,0.608,0.987,0.892,0.368
0.119,0.797,0.996,0.355,0.733,0.12,0.861
0.017,0.892,0.275,0.061,0.697,0.103,0.086
0.252,0.701,0.491,0.785,0.059,0.101,0.025
0.59,0.842,0.506,0.905,0.09,0.438,0.794
0.258,0.262,0.554,0.5,0.906,0.161,0.162
0.585,0.766,0.939,0.771,0.001,0.458,0.209
0.458,0.319,0.581,0.384,0.66,0.63,0.18
0.066,0.228,0.966,0.452,0.804,0.072,0.394
0.286,0.616,0.918,0.5,0.615,0.881,0.689
0.901,0.654,0.493,0.956,0.476,0.514,0.975
0.865,0.933,0.425,0.406,0.766,0.598,0.996
0.982,0.276,0.301,0.345,0.011,0.467,0.077
0.389,0.082,0.206,0.884,0.431,0.598,0.31
0.73,0.303,0.648,0.065,0.084,0.582,0.495
0.685,0.21,0.163,0.138,0.122,0.233,0.74
0.174,0.601,0.382,0.316,0.938,0.415,0.335
0.645,0.192,0.764,0.894,0.804,0.564,0.71
